coupling mStop mChi run sign xsec error
312 950 500 Run2 plus 9.563 0.0408
312 950 600 Run2 plus 9.563 0.04055
312 950 700 Run2 plus 9.564 0.04012
312 950 800 Run2 plus 9.565 0.03955
312 950 900 Run2 plus 9.567 0.03932
313 1000 100 Run2 minus 13.33 0.04773
313 1000 200 Run2 minus 13.3 0.06343
313 1000 300 Run2 minus 13.24 0.06101
313 1000 400 Run2 minus 13.24 0.0595
313 1000 500 Run2 minus 13.24 0.05263
313 1000 600 Run2 minus 13.28 0.04793
313 1000 700 Run2 minus 13.19 0.04882
313 1000 800 Run2 minus 13.21 0.05448
313 1000 900 Run2 minus 13 0.05133
313 1000 950 Run2 minus 12.15 0.048
313 1050 1000 Run2 minus 9.671 0.04292
313 1050 400 Run2 minus 10.54 0.0483
313 1050 500 Run2 minus 10.54 0.04727
313 1050 600 Run2 minus 10.53 0.04025
313 1050 700 Run2 minus 10.52 0.03883
313 1050 800 Run2 minus 10.54 0.0388
313 1050 900 Run2 minus 10.48 0.04657
313 1100 1000 Run2 minus 8.301 0.03281
313 1100 100 Run2 minus 8.475 0.03067
313 1100 1050 Run2 minus 7.752 0.03178
313 1100 200 Run2 minus 8.491 0.0306
313 1100 300 Run2 minus 8.508 0.03045
313 1100 400 Run2 minus 8.49 0.03984
313 1100 500 Run2 minus 8.449 0.03801
313 1100 600 Run2 minus 8.45 0.03377
313 1100 700 Run2 minus 8.457 0.03089
313 1100 800 Run2 minus 8.444 0.03111
313 1100 900 Run2 minus 8.44 0.03862
313 1150 1000 Run2 minus 6.784 0.02958
313 1150 1100 Run2 minus 6.269 0.02475
313 1150 400 Run2 minus 6.866 0.02451
313 1150 500 Run2 minus 6.845 0.02482
313 1150 600 Run2 minus 6.841 0.02484
313 1150 700 Run2 minus 6.832 0.02479
313 1150 800 Run2 minus 6.848 0.02485
313 1150 900 Run2 minus 6.777 0.02532
313 1200 1000 Run2 minus 5.528 0.02541
313 1200 100 Run2 minus 5.564 0.02011
313 1200 1100 Run2 minus 5.439 0.0215
313 1200 1150 Run2 minus 5.088 0.0201
313 1200 200 Run2 minus 5.564 0.02007
313 1200 300 Run2 minus 5.563 0.02002
313 1200 400 Run2 minus 5.563 0.01998
313 1200 500 Run2 minus 5.572 0.01989
313 1200 600 Run2 minus 5.552 0.02019
313 1200 700 Run2 minus 5.55 0.02019
313 1200 800 Run2 minus 5.55 0.02015
313 1200 900 Run2 minus 5.53 0.02041
313 1250 1000 Run2 minus 4.492 0.01772
313 1250 1100 Run2 minus 4.497 0.01897
313 1250 1200 Run2 minus 4.142 0.0165
313 1250 400 Run2 minus 4.54 0.01633
313 1250 500 Run2 minus 4.54 0.0163
313 1250 600 Run2 minus 4.532 0.01646
313 1250 700 Run2 minus 4.53 0.01649
313 1250 800 Run2 minus 4.529 0.01644
313 1250 900 Run2 minus 4.541 0.01638
313 1300 1000 Run2 minus 3.701 0.01368
313 1300 100 Run2 minus 3.724 0.0135
313 1300 1100 Run2 minus 3.702 0.01717
313 1300 1200 Run2 minus 3.641 0.01439
313 1300 1250 Run2 minus 3.397 0.01354
313 1300 200 Run2 minus 3.724 0.01347
313 1300 300 Run2 minus 3.724 0.01344
313 1300 400 Run2 minus 3.723 0.01341
313 1300 500 Run2 minus 3.723 0.01338
313 1300 600 Run2 minus 3.729 0.01333
313 1300 700 Run2 minus 3.716 0.01353
313 1300 800 Run2 minus 3.715 0.01353
313 1300 900 Run2 minus 3.714 0.0135
313 1350 1000 Run2 minus 3.068 0.01108
313 1350 1100 Run2 minus 3.036 0.01212
313 1350 1200 Run2 minus 3.038 0.01265
313 1350 1300 Run2 minus 2.81 0.01113
313 1350 400 Run2 minus 3.06 0.01103
313 1350 500 Run2 minus 3.06 0.01103
313 1350 600 Run2 minus 3.06 0.01102
313 1350 700 Run2 minus 3.06 0.01102
313 1350 800 Run2 minus 3.062 0.01115
313 1350 900 Run2 minus 3.059 0.01112
313 1400 1000 Run2 minus 2.536 0.009205
313 1400 100 Run2 minus 2.555 0.009006
313 1400 1100 Run2 minus 2.523 0.009331
313 1400 1200 Run2 minus 2.524 0.01124
313 1400 1300 Run2 minus 2.482 0.009819
313 1400 1350 Run2 minus 2.324 0.009195
313 1400 200 Run2 minus 2.555 0.008999
313 1400 300 Run2 minus 2.541 0.009053
313 1400 400 Run2 minus 2.541 0.009048
313 1400 500 Run2 minus 2.543 0.009128
313 1400 600 Run2 minus 2.543 0.009112
313 1400 700 Run2 minus 2.535 0.009105
313 1400 800 Run2 minus 2.535 0.00921
313 1400 900 Run2 minus 2.534 0.009227
313 1450 1000 Run2 minus 2.104 0.007672
313 1450 1100 Run2 minus 2.107 0.007642
313 1450 1200 Run2 minus 2.086 0.008644
313 1450 1300 Run2 minus 2.088 0.008527
313 1450 1400 Run2 minus 1.925 0.007674
313 1450 400 Run2 minus 2.113 0.007611
313 1450 500 Run2 minus 2.113 0.007591
313 1450 600 Run2 minus 2.113 0.007576
313 1450 700 Run2 minus 2.102 0.00768
313 1450 800 Run2 minus 2.106 0.007565
313 1450 900 Run2 minus 2.105 0.007668
313 1500 1000 Run2 minus 1.755 0.006395
313 1500 100 Run2 minus 1.762 0.006405
313 1500 1100 Run2 minus 1.757 0.006381
313 1500 1200 Run2 minus 1.748 0.006468
313 1500 1300 Run2 minus 1.749 0.006496
313 1500 1400 Run2 minus 1.721 0.006805
313 1500 1450 Run2 minus 1.606 0.006404
313 1500 200 Run2 minus 1.762 0.006392
313 1500 300 Run2 minus 1.762 0.006373
313 1500 400 Run2 minus 1.762 0.006354
313 1500 500 Run2 minus 1.762 0.006336
313 1500 600 Run2 minus 1.762 0.006322
313 1500 700 Run2 minus 1.762 0.006313
313 1500 800 Run2 minus 1.757 0.006294
313 1500 900 Run2 minus 1.755 0.006382
313 1550 1000 Run2 minus 1.469 0.005353
313 1550 1100 Run2 minus 1.468 0.005356
313 1550 1200 Run2 minus 1.47 0.005335
313 1550 1300 Run2 minus 1.455 0.006041
313 1550 1400 Run2 minus 1.457 0.005821
313 1550 1500 Run2 minus 1.344 0.005358
313 1550 400 Run2 minus 1.471 0.005329
313 1550 500 Run2 minus 1.474 0.00532
313 1550 600 Run2 minus 1.473 0.005307
313 1550 700 Run2 minus 1.473 0.005299
313 1550 800 Run2 minus 1.473 0.005293
313 1550 900 Run2 minus 1.469 0.005281
313 1600 1000 Run2 minus 1.232 0.004442
313 1600 100 Run2 minus 1.235 0.004481
313 1600 1100 Run2 minus 1.232 0.004495
313 1600 1200 Run2 minus 1.234 0.004483
313 1600 1300 Run2 minus 1.228 0.004545
313 1600 1400 Run2 minus 1.229 0.00456
313 1600 1500 Run2 minus 1.209 0.004781
313 1600 1550 Run2 minus 1.128 0.004497
313 1600 200 Run2 minus 1.235 0.004479
313 1600 300 Run2 minus 1.235 0.004477
313 1600 400 Run2 minus 1.235 0.004475
313 1600 500 Run2 minus 1.235 0.004472
313 1600 600 Run2 minus 1.237 0.004459
313 1600 700 Run2 minus 1.237 0.004451
313 1600 800 Run2 minus 1.237 0.004445
313 1600 900 Run2 minus 1.231 0.004498
313 1650 1000 Run2 minus 1.038 0.003734
313 1650 1100 Run2 minus 1.038 0.003784
313 1650 1200 Run2 minus 1.038 0.003787
313 1650 1300 Run2 minus 1.039 0.003772
313 1650 1400 Run2 minus 1.026 0.004842
313 1650 1500 Run2 minus 1.032 0.00389
313 1650 1600 Run2 minus 0.9521 0.003776
313 1650 400 Run2 minus 1.04 0.003769
313 1650 500 Run2 minus 1.04 0.003767
313 1650 600 Run2 minus 1.04 0.003765
313 1650 700 Run2 minus 1.041 0.00375
313 1650 800 Run2 minus 1.041 0.003745
313 1650 900 Run2 minus 1.041 0.003742
313 1700 1000 Run2 minus 0.8754 0.003198
313 1700 100 Run2 minus 0.8781 0.003187
313 1700 1100 Run2 minus 0.8759 0.003163
313 1700 1200 Run2 minus 0.8762 0.003197
313 1700 1300 Run2 minus 0.8774 0.003188
313 1700 1400 Run2 minus 0.8728 0.003232
313 1700 1500 Run2 minus 0.8737 0.003243
313 1700 1600 Run2 minus 0.8604 0.00339
313 1700 1650 Run2 minus 0.8017 0.003199
313 1700 200 Run2 minus 0.8781 0.003187
313 1700 300 Run2 minus 0.878 0.003185
313 1700 400 Run2 minus 0.878 0.003184
313 1700 500 Run2 minus 0.878 0.003182
313 1700 600 Run2 minus 0.878 0.00318
313 1700 700 Run2 minus 0.878 0.003178
313 1700 800 Run2 minus 0.8794 0.003164
313 1700 900 Run2 minus 0.8793 0.003161
313 1750 1000 Run2 minus 0.7445 0.002675
313 1750 1100 Run2 minus 0.7424 0.00267
313 1750 1200 Run2 minus 0.7424 0.002701
313 1750 1300 Run2 minus 0.7418 0.002707
313 1750 1400 Run2 minus 0.7426 0.002691
313 1750 1500 Run2 minus 0.7332 0.003502
313 1750 1600 Run2 minus 0.7395 0.00277
313 1750 1700 Run2 minus 0.679 0.002708
313 1750 400 Run2 minus 0.7434 0.002696
313 1750 500 Run2 minus 0.7434 0.002694
313 1750 600 Run2 minus 0.7434 0.002693
313 1750 700 Run2 minus 0.7433 0.002691
313 1750 800 Run2 minus 0.7445 0.00268
313 1750 900 Run2 minus 0.7445 0.002677
313 1800 1000 Run2 minus 0.6319 0.002271
313 1800 100 Run2 minus 0.631 0.002292
313 1800 1100 Run2 minus 0.6319 0.00227
313 1800 1200 Run2 minus 0.6302 0.002267
313 1800 1300 Run2 minus 0.6297 0.002298
313 1800 1400 Run2 minus 0.6305 0.002291
313 1800 1500 Run2 minus 0.6272 0.002323
313 1800 1600 Run2 minus 0.6279 0.002332
313 1800 1700 Run2 minus 0.6179 0.002429
313 1800 1750 Run2 minus 0.5777 0.002292
313 1800 200 Run2 minus 0.631 0.002291
313 1800 300 Run2 minus 0.631 0.00229
313 1800 400 Run2 minus 0.631 0.002289
313 1800 500 Run2 minus 0.631 0.002288
313 1800 600 Run2 minus 0.631 0.002286
313 1800 700 Run2 minus 0.631 0.002285
313 1800 800 Run2 minus 0.631 0.002284
313 1800 900 Run2 minus 0.632 0.002273
313 1850 1000 Run2 minus 0.5377 0.001933
313 1850 1100 Run2 minus 0.5377 0.001932
313 1850 1200 Run2 minus 0.5362 0.001929
313 1850 1300 Run2 minus 0.5361 0.001951
313 1850 1400 Run2 minus 0.5357 0.001956
313 1850 1500 Run2 minus 0.5366 0.001936
313 1850 1600 Run2 minus 0.5296 0.002548
313 1850 1700 Run2 minus 0.534 0.002001
313 1850 1800 Run2 minus 0.4912 0.001946
313 1850 400 Run2 minus 0.5369 0.001948
313 1850 500 Run2 minus 0.5369 0.001947
313 1850 600 Run2 minus 0.5368 0.001946
313 1850 700 Run2 minus 0.5368 0.001945
313 1850 800 Run2 minus 0.5368 0.001943
313 1850 900 Run2 minus 0.5368 0.001942
313 1900 1000 Run2 minus 0.4584 0.001651
313 1900 100 Run2 minus 0.4578 0.001663
313 1900 1100 Run2 minus 0.4584 0.001649
313 1900 1200 Run2 minus 0.4584 0.001649
313 1900 1300 Run2 minus 0.4572 0.001645
313 1900 1400 Run2 minus 0.4568 0.001667
313 1900 1500 Run2 minus 0.4562 0.001663
313 1900 1600 Run2 minus 0.4551 0.001686
313 1900 1700 Run2 minus 0.4555 0.001692
313 1900 1800 Run2 minus 0.4483 0.001762
313 1900 1850 Run2 minus 0.418 0.001665
313 1900 200 Run2 minus 0.4578 0.001663
313 1900 300 Run2 minus 0.4578 0.001662
313 1900 400 Run2 minus 0.4578 0.001661
313 1900 500 Run2 minus 0.4578 0.00166
313 1900 600 Run2 minus 0.4578 0.001659
313 1900 700 Run2 minus 0.4578 0.001658
313 1900 800 Run2 minus 0.4578 0.001657
313 1900 900 Run2 minus 0.4578 0.001657
313 1950 1000 Run2 minus 0.3911 0.001417
313 1950 1100 Run2 minus 0.3917 0.00141
313 1950 1200 Run2 minus 0.3917 0.001409
313 1950 1300 Run2 minus 0.3904 0.001402
313 1950 1400 Run2 minus 0.3907 0.001422
313 1950 1500 Run2 minus 0.3903 0.001425
313 1950 1600 Run2 minus 0.391 0.001411
313 1950 1700 Run2 minus 0.3859 0.001861
313 1950 1800 Run2 minus 0.3892 0.001457
313 1950 1900 Run2 minus 0.3563 0.001426
313 1950 400 Run2 minus 0.3911 0.00142
313 1950 500 Run2 minus 0.3911 0.00142
313 1950 600 Run2 minus 0.3911 0.00142
313 1950 700 Run2 minus 0.3911 0.001419
313 1950 800 Run2 minus 0.3911 0.001418
313 1950 900 Run2 minus 0.3911 0.001417
313 2000 1000 Run2 minus 0.3349 0.001213
313 2000 100 Run2 minus 0.3349 0.001218
313 2000 1100 Run2 minus 0.3354 0.001207
313 2000 1200 Run2 minus 0.3354 0.001207
313 2000 1300 Run2 minus 0.3355 0.001206
313 2000 1400 Run2 minus 0.3345 0.001203
313 2000 1500 Run2 minus 0.3343 0.001219
313 2000 1600 Run2 minus 0.3338 0.001217
313 2000 1700 Run2 minus 0.333 0.001233
313 2000 1800 Run2 minus 0.3333 0.001238
313 2000 1900 Run2 minus 0.3278 0.001286
313 2000 1950 Run2 minus 0.3051 0.001221
313 2000 200 Run2 minus 0.3349 0.001217
313 2000 300 Run2 minus 0.3349 0.001217
313 2000 400 Run2 minus 0.3349 0.001216
313 2000 500 Run2 minus 0.3349 0.001215
313 2000 600 Run2 minus 0.3349 0.001216
313 2000 700 Run2 minus 0.3349 0.001215
313 2000 800 Run2 minus 0.3349 0.001214
313 2000 900 Run2 minus 0.3349 0.001213
313 900 100 Run2 minus 21.45 0.09617
313 900 200 Run2 minus 21.43 0.09085
313 900 300 Run2 minus 21.44 0.08586
313 900 400 Run2 minus 21.45 0.08146
313 900 500 Run2 minus 21.49 0.07727
313 900 600 Run2 minus 21.32 0.07862
313 900 700 Run2 minus 21.37 0.08408
313 900 800 Run2 minus 21.04 0.08269
313 900 850 Run2 minus 19.61 0.09033
313 950 400 Run2 minus 16.77 0.06106
313 950 500 Run2 minus 16.8 0.0633
313 950 600 Run2 minus 16.73 0.06157
313 950 700 Run2 minus 16.75 0.06154
313 950 800 Run2 minus 16.68 0.076
313 950 900 Run2 minus 15.4 0.06071
313 1000 100 Run2 plus 3.166 0.01142
313 1000 200 Run2 plus 3.161 0.01138
313 1000 300 Run2 plus 3.154 0.01458
313 1000 400 Run2 plus 3.16 0.01632
313 1000 500 Run2 plus 3.16 0.01709
313 1000 600 Run2 plus 3.157 0.01141
313 1000 700 Run2 plus 3.133 0.01158
313 1000 800 Run2 plus 3.136 0.01167
313 1000 900 Run2 plus 3.086 0.01219
313 1000 950 Run2 plus 2.874 0.01144
313 1050 1000 Run2 plus 2.226 0.008833
313 1050 400 Run2 plus 2.439 0.01117
313 1050 500 Run2 plus 2.444 0.01301
313 1050 600 Run2 plus 2.441 0.01298
313 1050 700 Run2 plus 2.434 0.008843
313 1050 800 Run2 plus 2.426 0.008957
313 1050 900 Run2 plus 2.423 0.009062
313 1100 1000 Run2 plus 1.86 0.0073
313 1100 100 Run2 plus 1.904 0.006878
313 1100 1050 Run2 plus 1.739 0.006832
313 1100 200 Run2 plus 1.904 0.006851
313 1100 300 Run2 plus 1.906 0.006821
313 1100 400 Run2 plus 1.9 0.006863
313 1100 500 Run2 plus 1.9 0.008463
313 1100 600 Run2 plus 1.899 0.009078
313 1100 700 Run2 plus 1.897 0.006803
313 1100 800 Run2 plus 1.893 0.006907
313 1100 900 Run2 plus 1.89 0.00699
313 1150 1000 Run2 plus 1.482 0.005509
313 1150 1100 Run2 plus 1.363 0.005369
313 1150 400 Run2 plus 1.498 0.005296
313 1150 500 Run2 plus 1.495 0.005331
313 1150 600 Run2 plus 1.495 0.005332
313 1150 700 Run2 plus 1.492 0.005319
313 1150 800 Run2 plus 1.494 0.005352
313 1150 900 Run2 plus 1.478 0.005462
313 1200 1000 Run2 plus 1.173 0.004301
313 1200 100 Run2 plus 1.186 0.00423
313 1200 1100 Run2 plus 1.154 0.004488
313 1200 1150 Run2 plus 1.076 0.004226
313 1200 200 Run2 plus 1.186 0.00421
313 1200 300 Run2 plus 1.181 0.004257
313 1200 400 Run2 plus 1.183 0.004184
313 1200 500 Run2 plus 1.184 0.004156
313 1200 600 Run2 plus 1.182 0.00419
313 1200 700 Run2 plus 1.182 0.004194
313 1200 800 Run2 plus 1.178 0.004178
313 1200 900 Run2 plus 1.175 0.00425
313 1250 1000 Run2 plus 0.9306 0.004256
313 1250 1100 Run2 plus 0.9319 0.003428
313 1250 1200 Run2 plus 0.8568 0.003343
313 1250 400 Run2 plus 0.9387 0.003355
313 1250 500 Run2 plus 0.9412 0.003301
313 1250 600 Run2 plus 0.9393 0.003326
313 1250 700 Run2 plus 0.9399 0.003314
313 1250 800 Run2 plus 0.9385 0.003312
313 1250 900 Run2 plus 0.9403 0.003311
313 1300 1000 Run2 plus 0.7477 0.002677
313 1300 100 Run2 plus 0.7546 0.002674
313 1300 1100 Run2 plus 0.7464 0.00271
313 1300 1200 Run2 plus 0.7341 0.002832
313 1300 1250 Run2 plus 0.6853 0.002661
313 1300 200 Run2 plus 0.7545 0.002661
313 1300 300 Run2 plus 0.7544 0.002644
313 1300 400 Run2 plus 0.7543 0.002628
313 1300 500 Run2 plus 0.7508 0.002658
313 1300 600 Run2 plus 0.7535 0.00261
313 1300 700 Run2 plus 0.752 0.002635
313 1300 800 Run2 plus 0.7518 0.002637
313 1300 900 Run2 plus 0.7509 0.002636
313 1350 1000 Run2 plus 0.605 0.002103
313 1350 1100 Run2 plus 0.5986 0.002726
313 1350 1200 Run2 plus 0.5991 0.002184
313 1350 1300 Run2 plus 0.5516 0.002129
313 1350 400 Run2 plus 0.6066 0.002103
313 1350 500 Run2 plus 0.6065 0.002092
313 1350 600 Run2 plus 0.6056 0.002094
313 1350 700 Run2 plus 0.606 0.002083
313 1350 800 Run2 plus 0.6046 0.002104
313 1350 900 Run2 plus 0.6044 0.002106
313 1400 1000 Run2 plus 0.4881 0.001689
313 1400 100 Run2 plus 0.4904 0.001725
313 1400 1100 Run2 plus 0.486 0.001717
313 1400 1200 Run2 plus 0.4857 0.001736
313 1400 1300 Run2 plus 0.4776 0.001821
313 1400 1350 Run2 plus 0.4453 0.001711
313 1400 200 Run2 plus 0.4904 0.001716
313 1400 300 Run2 plus 0.4903 0.001704
313 1400 400 Run2 plus 0.4902 0.001691
313 1400 500 Run2 plus 0.4902 0.001682
313 1400 600 Run2 plus 0.4901 0.001675
313 1400 700 Run2 plus 0.4895 0.001677
313 1400 800 Run2 plus 0.4892 0.001693
313 1400 900 Run2 plus 0.4886 0.00169
313 1450 1000 Run2 plus 0.3966 0.001361
313 1450 1100 Run2 plus 0.3965 0.001361
313 1450 1200 Run2 plus 0.3927 0.001872
313 1450 1300 Run2 plus 0.3935 0.001413
313 1450 1400 Run2 plus 0.3617 0.001379
313 1450 400 Run2 plus 0.3981 0.001366
313 1450 500 Run2 plus 0.398 0.001357
313 1450 600 Run2 plus 0.398 0.001351
313 1450 700 Run2 plus 0.3962 0.001368
313 1450 800 Run2 plus 0.3978 0.001345
313 1450 900 Run2 plus 0.3968 0.00136
313 1500 1000 Run2 plus 0.3237 0.0011
313 1500 100 Run2 plus 0.3248 0.001132
313 1500 1100 Run2 plus 0.3233 0.001109
313 1500 1200 Run2 plus 0.3219 0.001119
313 1500 1300 Run2 plus 0.3216 0.001132
313 1500 1400 Run2 plus 0.3174 0.001185
313 1500 1450 Run2 plus 0.2952 0.001118
313 1500 200 Run2 plus 0.3248 0.001126
313 1500 300 Run2 plus 0.3247 0.001117
313 1500 400 Run2 plus 0.3247 0.001107
313 1500 500 Run2 plus 0.3246 0.001099
313 1500 600 Run2 plus 0.3246 0.001094
313 1500 700 Run2 plus 0.3246 0.00109
313 1500 800 Run2 plus 0.3242 0.001091
313 1500 900 Run2 plus 0.3233 0.001104
313 1550 1000 Run2 plus 0.2651 0.0008921
313 1550 1100 Run2 plus 0.2649 0.0008932
313 1550 1200 Run2 plus 0.2649 0.0008932
313 1550 1300 Run2 plus 0.262 0.001277
313 1550 1400 Run2 plus 0.2624 0.00093
313 1550 1500 Run2 plus 0.2416 0.0009084
313 1550 400 Run2 plus 0.2659 0.0009016
313 1550 500 Run2 plus 0.2659 0.0008943
313 1550 600 Run2 plus 0.2659 0.0008888
313 1550 700 Run2 plus 0.2658 0.0008852
313 1550 800 Run2 plus 0.2647 0.0008973
313 1550 900 Run2 plus 0.2657 0.0008816
313 1600 1000 Run2 plus 0.2185 0.0007173
313 1600 100 Run2 plus 0.2188 0.0007553
313 1600 1100 Run2 plus 0.2179 0.0007269
313 1600 1200 Run2 plus 0.218 0.0007269
313 1600 1300 Run2 plus 0.2168 0.0007402
313 1600 1400 Run2 plus 0.2167 0.000748
313 1600 1500 Run2 plus 0.2138 0.0007858
313 1600 1550 Run2 plus 0.1986 0.0007411
313 1600 200 Run2 plus 0.2187 0.0007506
313 1600 300 Run2 plus 0.2187 0.000744
313 1600 400 Run2 plus 0.2187 0.0007368
313 1600 500 Run2 plus 0.2186 0.0007302
313 1600 600 Run2 plus 0.2186 0.0007251
313 1600 700 Run2 plus 0.2186 0.0007216
313 1600 800 Run2 plus 0.2186 0.0007195
313 1600 900 Run2 plus 0.2176 0.0007299
313 1650 1000 Run2 plus 0.1803 0.0005881
313 1650 1100 Run2 plus 0.1799 0.0005933
313 1650 1200 Run2 plus 0.1798 0.000594
313 1650 1300 Run2 plus 0.1797 0.0005944
313 1650 1400 Run2 plus 0.1777 0.0008768
313 1650 1500 Run2 plus 0.178 0.000619
313 1650 1600 Run2 plus 0.164 0.0006067
313 1650 400 Run2 plus 0.1805 0.0006043
313 1650 500 Run2 plus 0.1805 0.0005984
313 1650 600 Run2 plus 0.1804 0.0005936
313 1650 700 Run2 plus 0.1804 0.0005903
313 1650 800 Run2 plus 0.1804 0.0005882
313 1650 900 Run2 plus 0.1804 0.000587
313 1700 1000 Run2 plus 0.1488 0.0004883
313 1700 100 Run2 plus 0.1495 0.0005115
313 1700 1100 Run2 plus 0.1493 0.0004797
313 1700 1200 Run2 plus 0.1489 0.0004864
313 1700 1300 Run2 plus 0.149 0.0004863
313 1700 1400 Run2 plus 0.1482 0.0004959
313 1700 1500 Run2 plus 0.1481 0.0005013
313 1700 1600 Run2 plus 0.146 0.0005333
313 1700 1650 Run2 plus 0.1361 0.0004979
313 1700 200 Run2 plus 0.1495 0.000508
313 1700 300 Run2 plus 0.1495 0.000503
313 1700 400 Run2 plus 0.1495 0.0004973
313 1700 500 Run2 plus 0.1495 0.000492
313 1700 600 Run2 plus 0.1494 0.0004876
313 1700 700 Run2 plus 0.1494 0.0004844
313 1700 800 Run2 plus 0.1494 0.0004824
313 1700 900 Run2 plus 0.1494 0.0004812
313 1750 1000 Run2 plus 0.1242 0.0003949
313 1750 1100 Run2 plus 0.1238 0.0003949
313 1750 1200 Run2 plus 0.1238 0.0003992
313 1750 1300 Run2 plus 0.1237 0.0003997
313 1750 1400 Run2 plus 0.1236 0.0004001
313 1750 1500 Run2 plus 0.1224 0.0005933
313 1750 1600 Run2 plus 0.1229 0.0004167
313 1750 1700 Run2 plus 0.113 0.0004104
313 1750 400 Run2 plus 0.1242 0.0004107
313 1750 500 Run2 plus 0.1242 0.0004059
313 1750 600 Run2 plus 0.1242 0.0004018
313 1750 700 Run2 plus 0.1242 0.0003988
313 1750 800 Run2 plus 0.1242 0.0003968
313 1750 900 Run2 plus 0.1242 0.0003956
313 1800 1000 Run2 plus 0.1035 0.0003255
313 1800 100 Run2 plus 0.1036 0.0003514
313 1800 1100 Run2 plus 0.1031 0.0003304
313 1800 1200 Run2 plus 0.103 0.0003264
313 1800 1300 Run2 plus 0.1031 0.0003289
313 1800 1400 Run2 plus 0.1029 0.0003285
313 1800 1500 Run2 plus 0.1026 0.000336
313 1800 1600 Run2 plus 0.1026 0.0003398
313 1800 1700 Run2 plus 0.1009 0.0003644
313 1800 1750 Run2 plus 0.09435 0.0003386
313 1800 200 Run2 plus 0.1036 0.0003487
313 1800 300 Run2 plus 0.1036 0.0003448
313 1800 400 Run2 plus 0.1036 0.0003404
313 1800 500 Run2 plus 0.1036 0.000336
313 1800 600 Run2 plus 0.1036 0.0003322
313 1800 700 Run2 plus 0.1035 0.0003294
313 1800 800 Run2 plus 0.1035 0.0003274
313 1800 900 Run2 plus 0.1035 0.0003262
313 1850 1000 Run2 plus 0.08654 0.000269
313 1850 1100 Run2 plus 0.08654 0.0002686
313 1850 1200 Run2 plus 0.08631 0.0002684
313 1850 1300 Run2 plus 0.08638 0.0002725
313 1850 1400 Run2 plus 0.0862 0.000272
313 1850 1500 Run2 plus 0.08608 0.0002709
313 1850 1600 Run2 plus 0.08533 0.0004029
313 1850 1700 Run2 plus 0.08565 0.0002841
313 1850 1800 Run2 plus 0.07888 0.0002793
313 1850 400 Run2 plus 0.08662 0.000283
313 1850 500 Run2 plus 0.0866 0.0002791
313 1850 600 Run2 plus 0.08659 0.0002756
313 1850 700 Run2 plus 0.08657 0.0002728
313 1850 800 Run2 plus 0.08656 0.0002709
313 1850 900 Run2 plus 0.08655 0.0002697
313 1900 1000 Run2 plus 0.07258 0.0002229
313 1900 100 Run2 plus 0.07267 0.0002448
313 1900 1100 Run2 plus 0.07258 0.0002225
313 1900 1200 Run2 plus 0.07258 0.0002223
313 1900 1300 Run2 plus 0.07238 0.0002222
313 1900 1400 Run2 plus 0.07229 0.000225
313 1900 1500 Run2 plus 0.07215 0.0002246
313 1900 1600 Run2 plus 0.07196 0.00023
313 1900 1700 Run2 plus 0.07194 0.0002327
313 1900 1800 Run2 plus 0.0708 0.0002505
313 1900 1850 Run2 plus 0.06616 0.0002319
313 1900 200 Run2 plus 0.07266 0.0002428
313 1900 300 Run2 plus 0.07265 0.0002397
313 1900 400 Run2 plus 0.07264 0.0002362
313 1900 500 Run2 plus 0.07263 0.0002325
313 1900 600 Run2 plus 0.07261 0.0002293
313 1900 700 Run2 plus 0.0726 0.0002267
313 1900 800 Run2 plus 0.07259 0.0002249
313 1900 900 Run2 plus 0.07258 0.0002236
313 1950 1000 Run2 plus 0.06104 0.0001852
313 1950 1100 Run2 plus 0.06104 0.0001848
313 1950 1200 Run2 plus 0.06103 0.0001845
313 1950 1300 Run2 plus 0.0609 0.0001838
313 1950 1400 Run2 plus 0.06089 0.0001874
313 1950 1500 Run2 plus 0.06076 0.000187
313 1950 1600 Run2 plus 0.0608 0.0001861
313 1950 1700 Run2 plus 0.06019 0.0002764
313 1950 1800 Run2 plus 0.06041 0.0001957
313 1950 1900 Run2 plus 0.05546 0.000194
313 1950 400 Run2 plus 0.0611 0.0001977
313 1950 500 Run2 plus 0.06109 0.0001944
313 1950 600 Run2 plus 0.06107 0.0001914
313 1950 700 Run2 plus 0.06106 0.000189
313 1950 800 Run2 plus 0.06105 0.0001872
313 1950 900 Run2 plus 0.06104 0.000186
313 2000 1000 Run2 plus 0.05147 0.0001543
313 2000 100 Run2 plus 0.05154 0.0001729
313 2000 1100 Run2 plus 0.05147 0.0001538
313 2000 1200 Run2 plus 0.05147 0.0001536
313 2000 1300 Run2 plus 0.05147 0.0001535
313 2000 1400 Run2 plus 0.05133 0.0001533
313 2000 1500 Run2 plus 0.05124 0.0001554
313 2000 1600 Run2 plus 0.05115 0.0001552
313 2000 1700 Run2 plus 0.05103 0.000159
313 2000 1800 Run2 plus 0.05103 0.000161
313 2000 1900 Run2 plus 0.05023 0.000174
313 2000 1950 Run2 plus 0.04677 0.000162
313 2000 200 Run2 plus 0.05154 0.0001714
313 2000 300 Run2 plus 0.05153 0.000169
313 2000 400 Run2 plus 0.05152 0.0001661
313 2000 500 Run2 plus 0.05151 0.0001631
313 2000 600 Run2 plus 0.0515 0.0001603
313 2000 700 Run2 plus 0.05149 0.000158
313 2000 800 Run2 plus 0.05149 0.0001563
