coupling mStop mChi run sign xsec error
313 2000 900 Run2 plus 0.05148 0.0001551
313 900 100 Run2 plus 5.418 0.0254
313 900 200 Run2 plus 5.418 0.02532
313 900 300 Run2 plus 5.426 0.02917
313 900 400 Run2 plus 5.429 0.02999
313 900 500 Run2 plus 5.42 0.01967
313 900 600 Run2 plus 5.381 0.01999
313 900 700 Run2 plus 5.412 0.02006
313 900 800 Run2 plus 5.291 0.02101
313 900 850 Run2 plus 4.929 0.01973
313 950 400 Run2 plus 4.121 0.02202
313 950 500 Run2 plus 4.129 0.02021
313 950 600 Run2 plus 4.091 0.01511
313 950 700 Run2 plus 4.101 0.0152
313 950 800 Run2 plus 4.083 0.01533
313 950 900 Run2 plus 3.757 0.01491
312 1000 100 Run3 minus 34.49 0.1196
312 1000 200 Run3 minus 34.49 0.1196
312 1000 300 Run3 minus 34.49 0.1195
312 1000 400 Run3 minus 34.49 0.1195
312 1000 500 Run3 minus 34.49 0.1195
312 1000 600 Run3 minus 34.49 0.1195
312 1000 700 Run3 minus 34.49 0.1195
312 1000 800 Run3 minus 34.5 0.1194
312 1000 900 Run3 minus 34.5 0.1194
312 1000 950 Run3 minus 34.5 0.1194
312 1050 1000 Run3 minus 27.93 0.09675
312 1050 400 Run3 minus 27.93 0.09683
312 1050 500 Run3 minus 27.93 0.09681
312 1050 600 Run3 minus 27.93 0.09679
312 1050 700 Run3 minus 27.93 0.09678
312 1050 800 Run3 minus 27.93 0.09678
312 1050 900 Run3 minus 27.93 0.09676
312 1100 1000 Run3 minus 22.78 0.07894
312 1100 100 Run3 minus 22.78 0.07906
312 1100 1050 Run3 minus 22.78 0.07895
312 1100 200 Run3 minus 22.78 0.07905
312 1100 300 Run3 minus 22.78 0.07903
312 1100 400 Run3 minus 22.78 0.07901
312 1100 500 Run3 minus 22.78 0.079
312 1100 600 Run3 minus 22.78 0.07898
312 1100 700 Run3 minus 22.78 0.07897
312 1100 800 Run3 minus 22.78 0.07897
312 1100 900 Run3 minus 22.78 0.07896
312 1150 1000 Run3 minus 18.7 0.06484
312 1150 1100 Run3 minus 18.7 0.06483
312 1150 400 Run3 minus 18.7 0.0649
312 1150 500 Run3 minus 18.7 0.06488
312 1150 600 Run3 minus 18.7 0.06487
312 1150 700 Run3 minus 18.7 0.06486
312 1150 800 Run3 minus 18.7 0.06485
312 1150 900 Run3 minus 18.7 0.06485
312 1200 1000 Run3 minus 15.45 0.05357
312 1200 100 Run3 minus 15.44 0.05365
312 1200 1100 Run3 minus 15.45 0.05357
312 1200 1150 Run3 minus 15.45 0.05357
312 1200 200 Run3 minus 15.44 0.05365
312 1200 300 Run3 minus 15.44 0.05364
312 1200 400 Run3 minus 15.44 0.05362
312 1200 500 Run3 minus 15.44 0.05361
312 1200 600 Run3 minus 15.45 0.0536
312 1200 700 Run3 minus 15.45 0.05359
312 1200 800 Run3 minus 15.45 0.05359
312 1200 900 Run3 minus 15.45 0.05358
312 1250 1000 Run3 minus 12.83 0.04452
312 1250 1100 Run3 minus 12.83 0.04451
312 1250 1200 Run3 minus 12.83 0.04451
312 1250 400 Run3 minus 12.83 0.04456
312 1250 500 Run3 minus 12.83 0.04455
312 1250 600 Run3 minus 12.83 0.04454
312 1250 700 Run3 minus 12.83 0.04453
312 1250 800 Run3 minus 12.83 0.04453
312 1250 900 Run3 minus 12.83 0.04452
312 1300 1000 Run3 minus 10.71 0.03718
312 1300 100 Run3 minus 10.71 0.03724
312 1300 1100 Run3 minus 10.71 0.03717
312 1300 1200 Run3 minus 10.71 0.03717
312 1300 1250 Run3 minus 10.71 0.03717
312 1300 200 Run3 minus 10.71 0.03723
312 1300 300 Run3 minus 10.71 0.03723
312 1300 400 Run3 minus 10.71 0.03722
312 1300 500 Run3 minus 10.71 0.03721
312 1300 600 Run3 minus 10.71 0.0372
312 1300 700 Run3 minus 10.71 0.0372
312 1300 800 Run3 minus 10.71 0.03719
312 1300 900 Run3 minus 10.71 0.03719
312 1350 1000 Run3 minus 8.989 0.03121
312 1350 1100 Run3 minus 8.989 0.0312
312 1350 1200 Run3 minus 8.99 0.0312
312 1350 1300 Run3 minus 8.99 0.0312
312 1350 400 Run3 minus 8.987 0.03124
312 1350 500 Run3 minus 8.987 0.03123
312 1350 600 Run3 minus 8.987 0.03122
312 1350 700 Run3 minus 8.988 0.03122
312 1350 800 Run3 minus 8.988 0.03121
312 1350 900 Run3 minus 8.988 0.03121
312 1400 1000 Run3 minus 7.575 0.02631
312 1400 100 Run3 minus 7.575 0.02635
312 1400 1100 Run3 minus 7.576 0.0263
312 1400 1200 Run3 minus 7.576 0.0263
312 1400 1300 Run3 minus 7.577 0.0263
312 1400 1350 Run3 minus 7.577 0.0263
312 1400 200 Run3 minus 7.575 0.02635
312 1400 300 Run3 minus 7.575 0.02634
312 1400 400 Run3 minus 7.575 0.02634
312 1400 500 Run3 minus 7.575 0.02633
312 1400 600 Run3 minus 7.575 0.02633
312 1400 700 Run3 minus 7.575 0.02632
312 1400 800 Run3 minus 7.575 0.02631
312 1400 900 Run3 minus 7.575 0.02631
312 1450 1000 Run3 minus 6.412 0.02227
312 1450 1100 Run3 minus 6.412 0.02227
312 1450 1200 Run3 minus 6.412 0.02227
312 1450 1300 Run3 minus 6.413 0.02226
312 1450 1400 Run3 minus 6.413 0.02226
312 1450 400 Run3 minus 6.411 0.0223
312 1450 500 Run3 minus 6.411 0.02229
312 1450 600 Run3 minus 6.411 0.02229
312 1450 700 Run3 minus 6.411 0.02228
312 1450 800 Run3 minus 6.411 0.02228
312 1450 900 Run3 minus 6.411 0.02227
312 1500 1000 Run3 minus 5.448 0.01893
312 1500 100 Run3 minus 5.448 0.01896
312 1500 1100 Run3 minus 5.448 0.01893
312 1500 1200 Run3 minus 5.449 0.01892
312 1500 1300 Run3 minus 5.449 0.01892
312 1500 1400 Run3 minus 5.449 0.01892
312 1500 1450 Run3 minus 5.449 0.01892
312 1500 200 Run3 minus 5.448 0.01896
312 1500 300 Run3 minus 5.447 0.01895
312 1500 400 Run3 minus 5.447 0.01895
312 1500 500 Run3 minus 5.447 0.01895
312 1500 600 Run3 minus 5.447 0.01894
312 1500 700 Run3 minus 5.448 0.01894
312 1500 800 Run3 minus 5.448 0.01893
312 1500 900 Run3 minus 5.448 0.01893
312 1550 1000 Run3 minus 4.646 0.01614
312 1550 1100 Run3 minus 4.646 0.01614
312 1550 1200 Run3 minus 4.647 0.01614
312 1550 1300 Run3 minus 4.647 0.01614
312 1550 1400 Run3 minus 4.647 0.01614
312 1550 1500 Run3 minus 4.647 0.01614
312 1550 400 Run3 minus 4.646 0.01616
312 1550 500 Run3 minus 4.646 0.01616
312 1550 600 Run3 minus 4.646 0.01616
312 1550 700 Run3 minus 4.646 0.01615
312 1550 800 Run3 minus 4.646 0.01615
312 1550 900 Run3 minus 4.646 0.01615
312 1600 1000 Run3 minus 3.976 0.01382
312 1600 100 Run3 minus 3.976 0.01384
312 1600 1100 Run3 minus 3.976 0.01382
312 1600 1200 Run3 minus 3.977 0.01381
312 1600 1300 Run3 minus 3.977 0.01381
312 1600 1400 Run3 minus 3.977 0.01381
312 1600 1500 Run3 minus 3.977 0.01381
312 1600 1550 Run3 minus 3.977 0.01381
312 1600 200 Run3 minus 3.976 0.01384
312 1600 300 Run3 minus 3.976 0.01384
312 1600 400 Run3 minus 3.976 0.01384
312 1600 500 Run3 minus 3.976 0.01383
312 1600 600 Run3 minus 3.976 0.01383
312 1600 700 Run3 minus 3.976 0.01383
312 1600 800 Run3 minus 3.976 0.01382
312 1600 900 Run3 minus 3.976 0.01382
312 1650 1000 Run3 minus 3.414 0.01186
312 1650 1100 Run3 minus 3.414 0.01186
312 1650 1200 Run3 minus 3.414 0.01186
312 1650 1300 Run3 minus 3.414 0.01186
312 1650 1400 Run3 minus 3.415 0.01186
312 1650 1500 Run3 minus 3.415 0.01185
312 1650 1600 Run3 minus 3.415 0.01186
312 1650 400 Run3 minus 3.414 0.01188
312 1650 500 Run3 minus 3.414 0.01188
312 1650 600 Run3 minus 3.414 0.01187
312 1650 700 Run3 minus 3.414 0.01187
312 1650 800 Run3 minus 3.414 0.01187
312 1650 900 Run3 minus 3.414 0.01187
312 1700 1000 Run3 minus 2.94 0.01022
312 1700 100 Run3 minus 2.94 0.01023
312 1700 1100 Run3 minus 2.94 0.01021
312 1700 1200 Run3 minus 2.94 0.01021
312 1700 1300 Run3 minus 2.941 0.01021
312 1700 1400 Run3 minus 2.941 0.01021
312 1700 1500 Run3 minus 2.941 0.01021
312 1700 1600 Run3 minus 2.941 0.01021
312 1700 1650 Run3 minus 2.941 0.01021
312 1700 200 Run3 minus 2.94 0.01023
312 1700 300 Run3 minus 2.94 0.01023
312 1700 400 Run3 minus 2.94 0.01023
312 1700 500 Run3 minus 2.94 0.01022
312 1700 600 Run3 minus 2.94 0.01022
312 1700 700 Run3 minus 2.94 0.01022
312 1700 800 Run3 minus 2.94 0.01022
312 1700 900 Run3 minus 2.94 0.01022
312 1750 1000 Run3 minus 2.539 0.008819
312 1750 1100 Run3 minus 2.539 0.008818
312 1750 1200 Run3 minus 2.539 0.008816
312 1750 1300 Run3 minus 2.54 0.008815
312 1750 1400 Run3 minus 2.54 0.008814
312 1750 1500 Run3 minus 2.54 0.008812
312 1750 1600 Run3 minus 2.54 0.008812
312 1750 1700 Run3 minus 2.54 0.008812
312 1750 400 Run3 minus 2.539 0.00883
312 1750 500 Run3 minus 2.539 0.008828
312 1750 600 Run3 minus 2.539 0.008826
312 1750 700 Run3 minus 2.539 0.008824
312 1750 800 Run3 minus 2.539 0.008823
312 1750 900 Run3 minus 2.539 0.008821
312 1800 1000 Run3 minus 2.199 0.007633
312 1800 100 Run3 minus 2.199 0.007646
312 1800 1100 Run3 minus 2.199 0.007632
312 1800 1200 Run3 minus 2.199 0.007631
312 1800 1300 Run3 minus 2.199 0.007629
312 1800 1400 Run3 minus 2.2 0.007629
312 1800 1500 Run3 minus 2.2 0.007627
312 1800 1600 Run3 minus 2.2 0.007626
312 1800 1700 Run3 minus 2.2 0.007627
312 1800 1750 Run3 minus 2.2 0.007627
312 1800 200 Run3 minus 2.199 0.007645
312 1800 300 Run3 minus 2.199 0.007644
312 1800 400 Run3 minus 2.199 0.007643
312 1800 500 Run3 minus 2.199 0.007641
312 1800 600 Run3 minus 2.199 0.00764
312 1800 700 Run3 minus 2.199 0.007638
312 1800 800 Run3 minus 2.199 0.007636
312 1800 900 Run3 minus 2.199 0.007635
312 1850 1000 Run3 minus 1.909 0.006622
312 1850 1100 Run3 minus 1.909 0.006621
312 1850 1200 Run3 minus 1.909 0.00662
312 1850 1300 Run3 minus 1.91 0.006619
312 1850 1400 Run3 minus 1.91 0.006618
312 1850 1500 Run3 minus 1.91 0.006617
312 1850 1600 Run3 minus 1.91 0.006615
312 1850 1700 Run3 minus 1.91 0.006615
312 1850 1800 Run3 minus 1.91 0.006616
312 1850 400 Run3 minus 1.909 0.00663
312 1850 500 Run3 minus 1.909 0.006629
312 1850 600 Run3 minus 1.909 0.006627
312 1850 700 Run3 minus 1.909 0.006626
312 1850 800 Run3 minus 1.909 0.006625
312 1850 900 Run3 minus 1.909 0.006623
312 1900 1000 Run3 minus 1.662 0.005757
312 1900 100 Run3 minus 1.662 0.005766
312 1900 1100 Run3 minus 1.662 0.005756
312 1900 1200 Run3 minus 1.662 0.005755
312 1900 1300 Run3 minus 1.662 0.005754
312 1900 1400 Run3 minus 1.662 0.005753
312 1900 1500 Run3 minus 1.662 0.005752
312 1900 1600 Run3 minus 1.662 0.005751
312 1900 1700 Run3 minus 1.662 0.00575
312 1900 1800 Run3 minus 1.662 0.005751
312 1900 1850 Run3 minus 1.662 0.005751
312 1900 200 Run3 minus 1.662 0.005766
312 1900 300 Run3 minus 1.662 0.005765
312 1900 400 Run3 minus 1.662 0.005764
312 1900 500 Run3 minus 1.662 0.005763
312 1900 600 Run3 minus 1.662 0.005762
312 1900 700 Run3 minus 1.662 0.00576
312 1900 800 Run3 minus 1.662 0.005759
312 1900 900 Run3 minus 1.662 0.005758
312 1950 1000 Run3 minus 1.45 0.005014
312 1950 1100 Run3 minus 1.45 0.005013
312 1950 1200 Run3 minus 1.45 0.005013
312 1950 1300 Run3 minus 1.45 0.005012
312 1950 1400 Run3 minus 1.45 0.005011
312 1950 1500 Run3 minus 1.45 0.00501
312 1950 1600 Run3 minus 1.45 0.00501
312 1950 1700 Run3 minus 1.45 0.005009
312 1950 1800 Run3 minus 1.45 0.005009
312 1950 1900 Run3 minus 1.45 0.005009
312 1950 400 Run3 minus 1.45 0.005021
312 1950 500 Run3 minus 1.45 0.00502
312 1950 600 Run3 minus 1.45 0.005019
312 1950 700 Run3 minus 1.45 0.005018
312 1950 800 Run3 minus 1.45 0.005017
312 1950 900 Run3 minus 1.45 0.005016
312 2000 1000 Run3 minus 1.267 0.004376
312 2000 100 Run3 minus 1.267 0.004383
312 2000 1100 Run3 minus 1.267 0.004375
312 2000 1200 Run3 minus 1.267 0.004374
312 2000 1300 Run3 minus 1.267 0.004373
312 2000 1400 Run3 minus 1.267 0.004373
312 2000 1500 Run3 minus 1.267 0.004372
312 2000 1600 Run3 minus 1.268 0.004372
312 2000 1700 Run3 minus 1.268 0.004371
312 2000 1800 Run3 minus 1.268 0.00437
312 2000 1900 Run3 minus 1.268 0.004371
312 2000 1950 Run3 minus 1.268 0.004371
312 2000 200 Run3 minus 1.267 0.004383
312 2000 300 Run3 minus 1.267 0.004382
312 2000 400 Run3 minus 1.267 0.004382
312 2000 500 Run3 minus 1.267 0.004381
312 2000 600 Run3 minus 1.267 0.00438
312 2000 700 Run3 minus 1.267 0.004379
312 2000 800 Run3 minus 1.267 0.004378
312 2000 900 Run3 minus 1.267 0.004377
312 900 100 Run3 minus 53.91 0.1865
312 900 200 Run3 minus 53.91 0.1865
312 900 300 Run3 minus 53.91 0.1865
312 900 400 Run3 minus 53.91 0.1865
312 900 500 Run3 minus 53.92 0.1864
312 900 600 Run3 minus 53.92 0.1864
312 900 700 Run3 minus 53.92 0.1864
312 900 800 Run3 minus 53.93 0.1864
312 900 850 Run3 minus 53.93 0.1863
312 950 400 Run3 minus 42.94 0.1486
312 950 500 Run3 minus 42.94 0.1486
312 950 600 Run3 minus 42.94 0.1486
312 950 700 Run3 minus 42.94 0.1486
312 950 800 Run3 minus 42.95 0.1486
312 950 900 Run3 minus 42.95 0.1485
312 1000 100 Run3 plus 8.453 0.03616
312 1000 200 Run3 plus 8.453 0.03618
312 1000 300 Run3 plus 8.453 0.03619
312 1000 400 Run3 plus 8.453 0.0362
312 1000 500 Run3 plus 8.453 0.03615
312 1000 600 Run3 plus 8.454 0.03598
312 1000 700 Run3 plus 8.454 0.03567
312 1000 800 Run3 plus 8.455 0.03521
312 1000 900 Run3 plus 8.456 0.03478
312 1000 950 Run3 plus 8.457 0.03483
312 1050 1000 Run3 plus 6.625 0.02748
312 1050 400 Run3 plus 6.622 0.02856
312 1050 500 Run3 plus 6.622 0.02853
312 1050 600 Run3 plus 6.622 0.02844
312 1050 700 Run3 plus 6.623 0.02823
312 1050 800 Run3 plus 6.623 0.02793
312 1050 900 Run3 plus 6.624 0.02757
312 1100 1000 Run3 plus 5.231 0.0218
312 1100 100 Run3 plus 5.23 0.02266
312 1100 1050 Run3 plus 5.232 0.02185
312 1100 200 Run3 plus 5.23 0.02267
312 1100 300 Run3 plus 5.23 0.02268
312 1100 400 Run3 plus 5.23 0.02269
312 1100 500 Run3 plus 5.23 0.02268
312 1100 600 Run3 plus 5.23 0.02263
312 1100 700 Run3 plus 5.23 0.02251
312 1100 800 Run3 plus 5.23 0.0223
312 1100 900 Run3 plus 5.231 0.02204
312 1150 1000 Run3 plus 4.161 0.01742
312 1150 1100 Run3 plus 4.162 0.01741
312 1150 400 Run3 plus 4.16 0.01808
312 1150 500 Run3 plus 4.16 0.01807
312 1150 600 Run3 plus 4.16 0.01805
312 1150 700 Run3 plus 4.16 0.01797
312 1150 800 Run3 plus 4.161 0.01783
312 1150 900 Run3 plus 4.161 0.01763
312 1200 1000 Run3 plus 3.333 0.01398
312 1200 100 Run3 plus 3.333 0.01443
312 1200 1100 Run3 plus 3.333 0.01385
312 1200 1150 Run3 plus 3.334 0.01391
312 1200 200 Run3 plus 3.332 0.01443
312 1200 300 Run3 plus 3.332 0.01444
312 1200 400 Run3 plus 3.332 0.01445
312 1200 500 Run3 plus 3.332 0.01445
312 1200 600 Run3 plus 3.332 0.01443
312 1200 700 Run3 plus 3.332 0.01438
312 1200 800 Run3 plus 3.333 0.01429
312 1200 900 Run3 plus 3.333 0.01415
312 1250 1000 Run3 plus 2.686 0.01133
312 1250 1100 Run3 plus 2.686 0.0112
312 1250 1200 Run3 plus 2.687 0.01122
312 1250 400 Run3 plus 2.686 0.01166
312 1250 500 Run3 plus 2.686 0.01166
312 1250 600 Run3 plus 2.686 0.01165
312 1250 700 Run3 plus 2.686 0.01162
312 1250 800 Run3 plus 2.686 0.01156
312 1250 900 Run3 plus 2.686 0.01146
312 1300 1000 Run3 plus 2.177 0.009241
312 1300 100 Run3 plus 2.177 0.009442
312 1300 1100 Run3 plus 2.178 0.009133
312 1300 1200 Run3 plus 2.178 0.009059
312 1300 1250 Run3 plus 2.178 0.009103
312 1300 200 Run3 plus 2.177 0.009447
312 1300 300 Run3 plus 2.177 0.009452
312 1300 400 Run3 plus 2.177 0.009458
312 1300 500 Run3 plus 2.177 0.009459
312 1300 600 Run3 plus 2.177 0.009456
312 1300 700 Run3 plus 2.177 0.009438
312 1300 800 Run3 plus 2.177 0.0094
312 1300 900 Run3 plus 2.177 0.009335
312 1350 1000 Run3 plus 1.775 0.007549
312 1350 1100 Run3 plus 1.775 0.007465
312 1350 1200 Run3 plus 1.775 0.007386
312 1350 1300 Run3 plus 1.775 0.007405
312 1350 400 Run3 plus 1.775 0.007694
312 1350 500 Run3 plus 1.775 0.007696
312 1350 600 Run3 plus 1.775 0.007695
312 1350 700 Run3 plus 1.775 0.007684
312 1350 800 Run3 plus 1.775 0.00766
312 1350 900 Run3 plus 1.775 0.007617
312 1400 1000 Run3 plus 1.454 0.006144
312 1400 100 Run3 plus 1.454 0.006234
312 1400 1100 Run3 plus 1.454 0.00608
312 1400 1200 Run3 plus 1.454 0.006012
312 1400 1300 Run3 plus 1.454 0.005971
312 1400 1350 Run3 plus 1.454 0.006003
312 1400 200 Run3 plus 1.454 0.006236
312 1400 300 Run3 plus 1.454 0.006239
312 1400 400 Run3 plus 1.454 0.006243
312 1400 500 Run3 plus 1.454 0.006245
312 1400 600 Run3 plus 1.454 0.006245
312 1400 700 Run3 plus 1.454 0.006237
312 1400 800 Run3 plus 1.454 0.006221
312 1400 900 Run3 plus 1.454 0.006193
312 1450 1000 Run3 plus 1.197 0.005
312 1450 1100 Run3 plus 1.197 0.004953
312 1450 1200 Run3 plus 1.197 0.004897
312 1450 1300 Run3 plus 1.197 0.004847
312 1450 1400 Run3 plus 1.197 0.004867
312 1450 400 Run3 plus 1.197 0.005067
312 1450 500 Run3 plus 1.197 0.005069
312 1450 600 Run3 plus 1.197 0.005069
312 1450 700 Run3 plus 1.197 0.005064
312 1450 800 Run3 plus 1.197 0.005054
312 1450 900 Run3 plus 1.197 0.005034
312 1500 1000 Run3 plus 0.9896 0.004064
312 1500 100 Run3 plus 0.9896 0.004104
312 1500 1100 Run3 plus 0.9896 0.00403
312 1500 1200 Run3 plus 0.9897 0.003986
312 1500 1300 Run3 plus 0.9898 0.003941
312 1500 1400 Run3 plus 0.9899 0.003918
312 1500 1450 Run3 plus 0.9899 0.003942
312 1500 200 Run3 plus 0.9896 0.004105
312 1500 300 Run3 plus 0.9896 0.004108
312 1500 400 Run3 plus 0.9896 0.00411
312 1500 500 Run3 plus 0.9896 0.004111
312 1500 600 Run3 plus 0.9895 0.004112
312 1500 700 Run3 plus 0.9895 0.004109
312 1500 800 Run3 plus 0.9895 0.004102
312 1500 900 Run3 plus 0.9896 0.004088
312 1550 1000 Run3 plus 0.8216 0.003301
312 1550 1100 Run3 plus 0.8217 0.003276
312 1550 1200 Run3 plus 0.8217 0.003242
312 1550 1300 Run3 plus 0.8217 0.003205
312 1550 1400 Run3 plus 0.8219 0.003174
312 1550 1500 Run3 plus 0.8219 0.003192
312 1550 400 Run3 plus 0.8216 0.003333
312 1550 500 Run3 plus 0.8216 0.003334
312 1550 600 Run3 plus 0.8216 0.003333
312 1550 700 Run3 plus 0.8216 0.003332
312 1550 800 Run3 plus 0.8216 0.003327
312 1550 900 Run3 plus 0.8216 0.003318
312 1600 1000 Run3 plus 0.6849 0.002669
312 1600 100 Run3 plus 0.6849 0.002691
312 1600 1100 Run3 plus 0.6849 0.00265
312 1600 1200 Run3 plus 0.685 0.002625
312 1600 1300 Run3 plus 0.685 0.002594
312 1600 1400 Run3 plus 0.6851 0.002564
312 1600 1500 Run3 plus 0.6852 0.002553
312 1600 1550 Run3 plus 0.6852 0.002571
312 1600 200 Run3 plus 0.6849 0.002691
312 1600 300 Run3 plus 0.6849 0.002692
312 1600 400 Run3 plus 0.6849 0.002693
312 1600 500 Run3 plus 0.6849 0.002694
312 1600 600 Run3 plus 0.6849 0.002693
312 1600 700 Run3 plus 0.6849 0.002692
312 1600 800 Run3 plus 0.6849 0.002689
312 1600 900 Run3 plus 0.6849 0.002682
312 1650 1000 Run3 plus 0.5732 0.002155
312 1650 1100 Run3 plus 0.5732 0.002141
312 1650 1200 Run3 plus 0.5732 0.00212
312 1650 1300 Run3 plus 0.5732 0.002095
312 1650 1400 Run3 plus 0.5733 0.002069
312 1650 1500 Run3 plus 0.5733 0.002049
312 1650 1600 Run3 plus 0.5734 0.002066
312 1650 400 Run3 plus 0.5732 0.002176
312 1650 500 Run3 plus 0.5732 0.002176
312 1650 600 Run3 plus 0.5731 0.002175
312 1650 700 Run3 plus 0.5731 0.002174
312 1650 800 Run3 plus 0.5731 0.002171
312 1650 900 Run3 plus 0.5731 0.002165
312 1700 1000 Run3 plus 0.4813 0.001749
312 1700 100 Run3 plus 0.4814 0.001764
312 1700 1100 Run3 plus 0.4814 0.001737
312 1700 1200 Run3 plus 0.4814 0.001721
312 1700 1300 Run3 plus 0.4814 0.001701
312 1700 1400 Run3 plus 0.4814 0.001679
312 1700 1500 Run3 plus 0.4815 0.001659
312 1700 1600 Run3 plus 0.4815 0.001654
312 1700 1650 Run3 plus 0.4815 0.001668
312 1700 200 Run3 plus 0.4814 0.001764
312 1700 300 Run3 plus 0.4814 0.001765
312 1700 400 Run3 plus 0.4814 0.001765
312 1700 500 Run3 plus 0.4813 0.001765
312 1700 600 Run3 plus 0.4813 0.001764
312 1700 700 Run3 plus 0.4813 0.001763
312 1700 800 Run3 plus 0.4813 0.00176
312 1700 900 Run3 plus 0.4813 0.001756
312 1750 1000 Run3 plus 0.4056 0.001414
312 1750 1100 Run3 plus 0.4056 0.001404
312 1750 1200 Run3 plus 0.4056 0.001392
312 1750 1300 Run3 plus 0.4057 0.001375
312 1750 1400 Run3 plus 0.4057 0.001357
312 1750 1500 Run3 plus 0.4057 0.001338
312 1750 1600 Run3 plus 0.4058 0.001338
312 1750 1700 Run3 plus 0.4058 0.001341
312 1750 400 Run3 plus 0.4056 0.001428
312 1750 500 Run3 plus 0.4056 0.001428
312 1750 600 Run3 plus 0.4056 0.001427
312 1750 700 Run3 plus 0.4056 0.001426
312 1750 800 Run3 plus 0.4056 0.001424
312 1750 900 Run3 plus 0.4056 0.00142
312 1800 1000 Run3 plus 0.3429 0.001148
312 1800 100 Run3 plus 0.3429 0.001161
312 1800 1100 Run3 plus 0.3429 0.001141
312 1800 1200 Run3 plus 0.3429 0.001131
312 1800 1300 Run3 plus 0.3429 0.001118
312 1800 1400 Run3 plus 0.343 0.001116
312 1800 1500 Run3 plus 0.343 0.001115
312 1800 1600 Run3 plus 0.343 0.001115
312 1800 1700 Run3 plus 0.3431 0.001117
312 1800 1750 Run3 plus 0.3431 0.001116
312 1800 200 Run3 plus 0.3429 0.001161
312 1800 300 Run3 plus 0.3429 0.001161
312 1800 400 Run3 plus 0.3429 0.00116
312 1800 500 Run3 plus 0.3429 0.001161
312 1800 600 Run3 plus 0.3429 0.00116
312 1800 700 Run3 plus 0.3429 0.001159
312 1800 800 Run3 plus 0.3429 0.001157
312 1800 900 Run3 plus 0.3429 0.001153
312 1850 1000 Run3 plus 0.2908 0.0009358
312 1850 1100 Run3 plus 0.2908 0.0009334
312 1850 1200 Run3 plus 0.2908 0.000933
312 1850 1300 Run3 plus 0.2908 0.0009325
312 1850 1400 Run3 plus 0.2908 0.0009321
312 1850 1500 Run3 plus 0.2909 0.0009317
312 1850 1600 Run3 plus 0.2909 0.0009312
312 1850 1700 Run3 plus 0.2909 0.0009322
312 1850 1800 Run3 plus 0.2909 0.0009325
312 1850 400 Run3 plus 0.2908 0.000947
312 1850 500 Run3 plus 0.2908 0.0009465
312 1850 600 Run3 plus 0.2908 0.0009458
312 1850 700 Run3 plus 0.2908 0.0009447
312 1850 800 Run3 plus 0.2908 0.0009428
312 1850 900 Run3 plus 0.2908 0.00094
312 1900 1000 Run3 plus 0.2474 0.0007817
312 1900 100 Run3 plus 0.2474 0.0007843
312 1900 1100 Run3 plus 0.2474 0.0007814
312 1900 1200 Run3 plus 0.2474 0.000781
312 1900 1300 Run3 plus 0.2474 0.0007807
312 1900 1400 Run3 plus 0.2474 0.0007803
312 1900 1500 Run3 plus 0.2474 0.0007799
312 1900 1600 Run3 plus 0.2474 0.0007795
312 1900 1700 Run3 plus 0.2475 0.0007795
312 1900 1800 Run3 plus 0.2475 0.0007815
312 1900 1850 Run3 plus 0.2475 0.0007805
312 1900 200 Run3 plus 0.2474 0.0007842
312 1900 300 Run3 plus 0.2474 0.000784
312 1900 400 Run3 plus 0.2474 0.0007838
312 1900 500 Run3 plus 0.2474 0.0007835
312 1900 600 Run3 plus 0.2474 0.0007832
312 1900 700 Run3 plus 0.2474 0.0007828
312 1900 800 Run3 plus 0.2474 0.0007825
312 1900 900 Run3 plus 0.2474 0.0007821
312 1950 1000 Run3 plus 0.211 0.0006557
312 1950 1100 Run3 plus 0.211 0.0006554
312 1950 1200 Run3 plus 0.211 0.0006551
312 1950 1300 Run3 plus 0.211 0.0006548
312 1950 1400 Run3 plus 0.211 0.0006545
312 1950 1500 Run3 plus 0.211 0.0006542
312 1950 1600 Run3 plus 0.2111 0.0006539
312 1950 1700 Run3 plus 0.2111 0.0006536
312 1950 1800 Run3 plus 0.2111 0.0006546
312 1950 1900 Run3 plus 0.2111 0.0006546
312 1950 400 Run3 plus 0.211 0.0006575
312 1950 500 Run3 plus 0.211 0.0006572
312 1950 600 Run3 plus 0.211 0.000657
312 1950 700 Run3 plus 0.211 0.0006567
312 1950 800 Run3 plus 0.211 0.0006564
312 1950 900 Run3 plus 0.211 0.0006561
312 2000 1000 Run3 plus 0.1805 0.000551
312 2000 100 Run3 plus 0.1805 0.0005528
312 2000 1100 Run3 plus 0.1805 0.0005507
312 2000 1200 Run3 plus 0.1805 0.0005504
312 2000 1300 Run3 plus 0.1805 0.0005502
312 2000 1400 Run3 plus 0.1805 0.0005499
312 2000 1500 Run3 plus 0.1805 0.0005497
312 2000 1600 Run3 plus 0.1806 0.0005494
312 2000 1700 Run3 plus 0.1806 0.0005491
312 2000 1800 Run3 plus 0.1806 0.0005492
312 2000 1900 Run3 plus 0.1806 0.0005507
312 2000 1950 Run3 plus 0.1806 0.0005499
312 2000 200 Run3 plus 0.1805 0.0005527
312 2000 300 Run3 plus 0.1805 0.0005526
312 2000 400 Run3 plus 0.1805 0.0005524
312 2000 500 Run3 plus 0.1805 0.0005522
312 2000 600 Run3 plus 0.1805 0.000552
312 2000 700 Run3 plus 0.1805 0.0005518
