jetOrdinality,jetPT,jetEta,jetPhi,jetBScore,m3M,m3PT,m3Eta,m3Phi,m4M,m4PT,m4Eta,m4Phi,isStopMatched,isChiMatched,isOther
2,349.75,0.491088867188,1.62280273438,0.0162506103516,779.432649834,382.995944075,1.31003503748,2.67017754127,1335.39645928,13.8577987592,4.5503683211,0.0607417611512,0,1,0
3,118.75,1.2021484375,-1.2255859375,0.00310516357422,779.432649834,382.995944075,1.31003503748,2.67017754127,1335.39645928,13.8577987592,4.5503683211,0.0607417611512,0,1,0
0,307.5,1.23217773438,3.0576171875,0.0592651367188,796.700098736,199.431413014,0.753599813566,-0.836675027369,1234.9386852,211.691483151,1.83647176995,-2.52582618307,0,1,0
1,299.0,-0.116104125977,-1.2744140625,0.64404296875,796.700098736,199.431413014,0.753599813566,-0.836675027369,1234.9386852,211.691483151,1.83647176995,-2.52582618307,0,1,0
2,221.75,-0.102752685547,0.0366668701172,0.0142364501953,796.700098736,199.431413014,0.753599813566,-0.836675027369,1234.9386852,211.691483151,1.83647176995,-2.52582618307,0,0,1
3,218.125,0.895629882812,2.50439453125,0.99462890625,796.700098736,199.431413014,0.753599813566,-0.836675027369,1234.9386852,211.691483151,1.83647176995,-2.52582618307,0,1,0
4,156.875,-0.334777832031,0.775756835938,0.163208007812,796.700098736,199.431413014,0.753599813566,-0.836675027369,1234.9386852,211.691483151,1.83647176995,-2.52582618307,1,0,0
0,570.0,0.170166015625,2.0595703125,0.00791931152344,1016.05486193,451.045588439,-0.879765871249,-0.851920440929,1735.16504079,166.441064783,-1.49528465648,1.39327912539,0,1,0
1,275.25,-1.6455078125,-0.34375,0.99951171875,1016.05486193,451.045588439,-0.879765871249,-0.851920440929,1735.16504079,166.441064783,-1.49528465648,1.39327912539,1,0,0
2,187.5,1.1025390625,-0.81298828125,0.00602340698242,1016.05486193,451.045588439,-0.879765871249,-0.851920440929,1735.16504079,166.441064783,-1.49528465648,1.39327912539,0,1,0
3,143.125,-0.100448608398,-2.259765625,0.970703125,1016.05486193,451.045588439,-0.879765871249,-0.851920440929,1735.16504079,166.441064783,-1.49528465648,1.39327912539,0,1,0
4,123.8125,1.16162109375,-1.51684570312,0.00239372253418,1016.05486193,451.045588439,-0.879765871249,-0.851920440929,1735.16504079,166.441064783,-1.49528465648,1.39327912539,0,0,1
5,33.625,1.541015625,-1.12744140625,0.00414276123047,1016.05486193,451.045588439,-0.879765871249,-0.851920440929,1735.16504079,166.441064783,-1.49528465648,1.39327912539,0,0,1
0,366.0,0.6181640625,-2.61181640625,0.98046875,561.454170824,238.031330467,-0.0663110669051,0.897401821274,1012.12608453,167.385910368,1.10561192739,3.13492093027,1,0,0
1,224.125,0.179626464844,1.04223632812,0.99951171875,561.454170824,238.031330467,-0.0663110669051,0.897401821274,1012.12608453,167.385910368,1.10561192739,3.13492093027,0,1,0
2,180.25,-0.528686523438,0.9072265625,0.00252151489258,561.454170824,238.031330467,-0.0663110669051,0.897401821274,1012.12608453,167.385910368,1.10561192739,3.13492093027,0,1,0
3,167.5,0.257019042969,-2.0390625,0.00691223144531,561.454170824,238.031330467,-0.0663110669051,0.897401821274,1012.12608453,167.385910368,1.10561192739,3.13492093027,0,0,1
4,146.75,-1.52465820312,0.113891601562,0.0108947753906,561.454170824,238.031330467,-0.0663110669051,0.897401821274,1012.12608453,167.385910368,1.10561192739,3.13492093027,0,1,0
5,32.0625,-0.540405273438,-0.21923828125,0.0138397216797,561.454170824,238.031330467,-0.0663110669051,0.897401821274,1012.12608453,167.385910368,1.10561192739,3.13492093027,0,0,1
0,411.5,-0.416564941406,-1.2578125,0.00717926025391,674.804548498,326.853352249,1.0834171989,1.58403453957,1281.48511313,138.417264429,1.35746625319,-0.486249510822,0,1,0
1,354.75,0.408386230469,0.575317382812,0.515625,674.804548498,326.853352249,1.0834171989,1.58403453957,1281.48511313,138.417264429,1.35746625319,-0.486249510822,0,1,0
2,297.75,0.883422851562,2.60400390625,0.974609375,674.804548498,326.853352249,1.0834171989,1.58403453957,1281.48511313,138.417264429,1.35746625319,-0.486249510822,1,0,0
3,49.84375,-0.390686035156,-2.7578125,0.0208435058594,674.804548498,326.853352249,1.0834171989,1.58403453957,1281.48511313,138.417264429,1.35746625319,-0.486249510822,0,0,1
4,46.0625,0.393127441406,2.04248046875,0.009033203125,674.804548498,326.853352249,1.0834171989,1.58403453957,1281.48511313,138.417264429,1.35746625319,-0.486249510822,0,0,1
5,33.4375,-1.27758789062,2.18212890625,0.97900390625,674.804548498,326.853352249,1.0834171989,1.58403453957,1281.48511313,138.417264429,1.35746625319,-0.486249510822,0,1,0
0,590.5,-0.0617065429688,-0.679809570312,0.031494140625,615.041038954,526.053556518,-1.49330944821,2.57610513742,1597.20976559,90.6022819913,-3.23427692662,-1.40373400716,0,1,0
1,437.0,-1.0810546875,2.41162109375,0.83544921875,615.041038954,526.053556518,-1.49330944821,2.57610513742,1597.20976559,90.6022819913,-3.23427692662,-1.40373400716,1,0,0
2,207.625,-0.991943359375,-2.32275390625,0.99755859375,615.041038954,526.053556518,-1.49330944821,2.57610513742,1597.20976559,90.6022819913,-3.23427692662,-1.40373400716,0,1,0
3,144.0,-1.48168945312,1.408203125,0.234619140625,615.041038954,526.053556518,-1.49330944821,2.57610513742,1597.20976559,90.6022819913,-3.23427692662,-1.40373400716,0,1,0
0,459.25,-0.882202148438,3.1201171875,0.69921875,700.470764718,564.949022853,-1.10376787439,0.00725409354613,1358.00462061,106.707159356,-3.12987069376,0.131201489845,1,0,0
1,448.25,-1.00317382812,-0.0203552246094,0.101989746094,700.470764718,564.949022853,-1.10376787439,0.00725409354613,1358.00462061,106.707159356,-3.12987069376,0.131201489845,0,1,0
2,150.875,-1.5322265625,-0.183654785156,0.99951171875,700.470764718,564.949022853,-1.10376787439,0.00725409354613,1358.00462061,106.707159356,-3.12987069376,0.131201489845,0,1,0
3,51.5625,1.44873046875,2.2294921875,0.0448608398438,700.470764718,564.949022853,-1.10376787439,0.00725409354613,1358.00462061,106.707159356,-3.12987069376,0.131201489845,0,1,0
4,40.71875,0.645629882812,-2.72021484375,0.00560760498047,700.470764718,564.949022853,-1.10376787439,0.00725409354613,1358.00462061,106.707159356,-3.12987069376,0.131201489845,0,0,1
0,456.75,-0.87255859375,-1.60498046875,0.0186309814453,298.041656968,186.627783473,-1.74692710216,1.96217225967,763.09343119,296.937571984,-1.89970899609,-1.86745152185,0,1,0
1,132.375,-0.517333984375,1.5146484375,0.00960540771484,298.041656968,186.627783473,-1.74692710216,1.96217225967,763.09343119,296.937571984,-1.89970899609,-1.86745152185,0,1,0
2,90.875,-1.75366210938,-2.818359375,0.425048828125,298.041656968,186.627783473,-1.74692710216,1.96217225967,763.09343119,296.937571984,-1.89970899609,-1.86745152185,0,1,0
3,69.625,-1.74340820312,1.46215820312,0.99951171875,298.041656968,186.627783473,-1.74692710216,1.96217225967,763.09343119,296.937571984,-1.89970899609,-1.86745152185,1,0,0
4,60.15625,-2.185546875,0.436645507812,0.0983276367188,298.041656968,186.627783473,-1.74692710216,1.96217225967,763.09343119,296.937571984,-1.89970899609,-1.86745152185,0,0,1
0,641.5,-0.153564453125,-1.08129882812,0.0558471679688,543.958628523,489.458482075,0.316803349654,2.19040685887,1388.48342022,168.596413429,0.341882901909,-1.46749885927,0,1,0
1,354.25,-0.0816345214844,1.45434570312,0.93017578125,543.958628523,489.458482075,0.316803349654,2.19040685887,1388.48342022,168.596413429,0.341882901909,-1.46749885927,1,0,0
2,294.25,0.40771484375,2.99462890625,0.00519943237305,543.958628523,489.458482075,0.316803349654,2.19040685887,1388.48342022,168.596413429,0.341882901909,-1.46749885927,0,1,0
3,34.5,1.3671875,3.0390625,0.99951171875,543.958628523,489.458482075,0.316803349654,2.19040685887,1388.48342022,168.596413429,0.341882901909,-1.46749885927,0,1,0
0,555.0,0.447448730469,-1.52661132812,0.9990234375,397.512495751,542.567976444,1.40656532111,1.5249794434,1324.49607306,50.9129204257,3.93168756979,-0.247237197186,0,1,0
1,440.25,0.99462890625,1.80004882812,0.99560546875,397.512495751,542.567976444,1.40656532111,1.5249794434,1324.49607306,50.9129204257,3.93168756979,-0.247237197186,1,0,0
2,130.25,1.76684570312,0.432373046875,0.0290985107422,397.512495751,542.567976444,1.40656532111,1.5249794434,1324.49607306,50.9129204257,3.93168756979,-0.247237197186,0,0,1
3,59.0625,1.70532226562,1.45825195312,0.0843505859375,397.512495751,542.567976444,1.40656532111,1.5249794434,1324.49607306,50.9129204257,3.93168756979,-0.247237197186,0,1,0
4,54.8125,0.494018554688,2.48095703125,0.0033130645752,397.512495751,542.567976444,1.40656532111,1.5249794434,1324.49607306,50.9129204257,3.93168756979,-0.247237197186,0,1,0
0,463.75,-0.443359375,-3.0537109375,0.6982421875,842.770411962,403.05116251,0.762987125459,0.194165513199,1497.98383378,76.1170117639,1.27680433565,2.632999067,0,1,0
1,425.0,-0.120681762695,-0.401306152344,0.9990234375,842.770411962,403.05116251,0.762987125459,0.194165513199,1497.98383378,76.1170117639,1.27680433565,2.632999067,1,0,0
2,221.875,0.532958984375,0.877075195312,0.0171813964844,842.770411962,403.05116251,0.762987125459,0.194165513199,1497.98383378,76.1170117639,1.27680433565,2.632999067,0,1,0
3,155.875,1.30322265625,2.65283203125,0.00787353515625,842.770411962,403.05116251,0.762987125459,0.194165513199,1497.98383378,76.1170117639,1.27680433565,2.632999067,0,1,0
4,35.90625,0.146606445312,-1.0009765625,0.00986480712891,842.770411962,403.05116251,0.762987125459,0.194165513199,1497.98383378,76.1170117639,1.27680433565,2.632999067,0,0,1
0,512.5,-0.435974121094,-3.1083984375,0.71923828125,888.702190612,521.320369355,-1.36525245496,-0.0652862789687,1569.42072749,51.6419781592,-3.82675326738,-1.4154124985,1,0,0
